,name,streetAddress,postalCode,addressLocality,telephone,faxNumber,url,email
329,Kreisverband Rheingau-Taunus e.V.,Am Kurpark 8,65307, Bad Schwalbach,06124 3000,06124 3007,http://www.drk-rheingau-taunus.de,info@drk-rheingau-taunus.de
330,Kreisverband Rhön-Grabfeld,Sonnenstr. 1,97616, Bad Neustadt/Saale,09771 6123 0,09771 6123 40,http://www.kvrhoen-grabfeld.brk.de,info@kvrhoen-grabfeld.brk.de
331,Kreisverband Riesa e.V.,Dr. - Külz - Str. 37,01589, Riesa,03525 6573 0,03525 6573 29,http://www.drk-riesa.de/,info@drk-riesa.de
332,Kreisverband Rochlitz e.V.,Casparistr. 1,09306, Rochlitz,03737 49290,03737 492916,http://www.drk-rochlitz.de,info@drk-rochlitz.de
333,Kreisverband Rosenheim,Tegernseestr. 5,83022, Rosenheim,08031 30190,08031 301910,https://www.brk-rosenheim.de,info@kvrosenheim.brk.de
334,Kreisverband Rostock e.V.,Trelleborger Straße 11,18107, Rostock,0381 24 27 9 0,0381 24 27 9 9100,http://www.drk-rostock.de,info@drk-rostock.de
335,Kreisverband Rotenburg (Wümme) e.V.,Brauerstraße 8,27356, Rotenburg,04261 9741 0,04261 974199,http://www.drk-row.de/,info@drk-row.de
336,Kreisverband Rotenburg a. d. Fulda e.V.,Alte Wiese 6,36199, Rotenburg,06623 92350,06623 923516,https://www.drk-rof.de/,info@drk-kv-rotenburg.de
337,Kreisverband Rottal-Inn,Arno-Jacoby-Str. 7,84347, Pfarrkirchen,08561 23 39 0,08561 23 39 39,http://www.brk-rottal-inn.de,info@kvrottal-inn.brk.de
338,Kreisverband Rottweil e.V.,Krankenhausstr. 14,78628, Rottweil,0741 479 0,0741 7705,http://www.kv-rottweil.drk.de,geschaeftsstelle@kv-rottweil.drk.de
339,Kreisverband Rügen-Stralsund e.V.,Billrothstr. 4,18528, Bergen auf Rügen,03838 8023 0,03838 8023 33,https://www.drk-ruegen-stralsund.de,info@drk-ruegen-stralsund.de
340,Kreisverband Saale-Orla e.V.,Oschitzer Straße 1,07907, Schleiz,03663 42110,03663 421144,https://www.drk-sok.de,info@drk-sok.de
341,Kreisverband Saalfeld-Rudolstadt e.V.,Breitscheidstr. 118,07407, Rudolstadt,03672 43 23 11,03672 43 23 43,http://www.drk-saalfeld-rudolstadt.de,info@drk-saalfeld-rudolstadt.de
342,Kreisverband Saarbrücken e.V.,Ursulinenstr. 22,66111, Saarbrücken,0681 375910,0681 39150,http://www.kv-saarbruecken.drk.de,info@kv-saarbruecken.drk.de
343,Kreisverband Saarlouis e.V.,Carl-Friedrich-Gauß-Str. 4,66793, Saarwellingen,06838 8999 0,06838 899999,http://www.drk-kv-saarlouis.de,drkkvsls@t-online.de
344,Kreisverband Säckingen e.V.,Rot- Kreuz - Str. 4,79713, Bad Säckingen,07761 9201 0,07761 9201 40,http://www.drk-saeckingen.de,info@drk-saeckingen.de
345,Kreisverband Salzwedel e.V.,Ackerstr. 24,29410, Salzwedel,03901 8610,03901 86123,http://www.drk-salzwedel.de,drk.salzwedel@t-online.de
346,Kreisverband Sangerhausen e.V.,Schartweg 11,06526, Sangerhausen,03464   61 61  0,03464   61 61 24,http://www.drk-sangerhausen.de,info@drk-sangerhausen.de
347,Kreisverband Schaumburg e.V.,Bornemannstraße 1,31683, Obernkirchen,05724 97260 0,05724 97260 99,https://www.drk-schaumburg.de,info@drk-schaumburg.de
348,Kreisverband Schleswig-Flensburg e.V.,Lise-Meitner-Straße 9,24837, Schleswig,04621 819 0,04621 819 27,http://www.drk-sl-fl.de,info@drk-sl-fl.de
349,Kreisverband Schmalkalden e.V.,Wilhelm-Külz-Str. 17,98574, Schmalkalden,03683 69670,03683 696729,http://www.drk-schmalkalden.de,info@drk-schmalkalden.de
350,Kreisverband Schwäbisch Gmünd e.V.,Weißensteiner Straße 40,73525, Schwäbisch Gmünd,07171 3506 0,07171 3506 82,http://www.drk-gd.de,info@drk-gd.de
351,Kreisverband Schwäbisch Hall - Crailsheim e.V.,Steinbacher Str. 27,74523, Schwäbisch Hall,0791 7588-0,0791 7588-175,http://www.drk-schwaebischhall.de/,service@drk-schwaebischhall.de
352,Kreisverband Schwalm-Eder e.V.,Robert-Koch-Str. 20,34613, Schwalmstadt - Ziegenhain,06691 9463 0,06691 9463 33,http://www.drk-schwalm-eder.de,info@drk-schwalm-eder.de
353,Kreisverband Schwandorf,Kopernikusstraße 5a,92421, Schwandorf,09431 7451 0,09431 7451 24,http://www.kvschwandorf.brk.de,info@kvschwandorf.brk.de
354,Kreisverband Schweinfurt,Gorch-Fock-Str. 15,97421, Schweinfurt,09721 94904 0,09721 94904 19,http://www.brk-schweinfurt.de,info@brk-schweinfurt.de
355,Kreisverband Schwerin e.V.,Amtstraße 29 A/B,19055, Schwerin,0385  555730 0,0385  555730 20,http://www.drk-sn.de,info@drk-sn.de
356,Kreisverband Sebnitz e.V.,Schillerstraße 44 a,01855, Sebnitz,035971 747 0,035971 747 18,http://www.drk-sebnitz.de,info@drk-sebnitz.de
357,Kreisverband Segeberg e.V.,Kurhausstr. 57,23795, Bad Segeberg,04551 992 0,04551 992 6254,http://www.drk-segeberg.de,info@drk-segeberg.de
358,Kreisverband Siegen-Wittgenstein e.V.,Bismarckstraße 68,57076, Siegen,0271 33716 0,0271 33716 66,http://www.drk-siegen-wittgenstein.de,info@drk-siegen-wittgenstein.de
359,Kreisverband Sigmaringen e.V.,Hohenzollernstr. 6,72488, Sigmaringen,07571 7423 0,07571 7423 28,http://www.drk-sigmaringen.de,post@drk-sigmaringen.de
360,Kreisverband Solingen e.V.,Burgstr. 105,42655, Solingen,0212 2803 0,0212 2803 55,http://www.drk-solingen.de,seminare@drk-solingen.de
361,Kreisverband Soltau e.V.,Harburger Str. 77,29614, Soltau,05191 18066,05191 13924,http://www.drk-kvsoltau.de,info@drk-kvsoltau.de
362,Kreisverband Sömmerda/Artern e.V.,Rohrborner Weg 13,99610, Sömmerda,03634 688110,03634 688134,http://www.drk-sda.de,info@drk-sda.de
363,Kreisverband Spandau e.V.,Galenstr. 29,13597, Berlin,030 353937 0,030 35393728,www.drk-spandau.de,info@drk-spandau.de
364,Kreisverband Speyer e.V.,Karl-Leiling-Allee 5,67346, Speyer,06232 6002 0,06232 6002 19,http://www.drk-speyer.de/,info@drk-speyer.de
365,Kreisverband St. Ingbert e.V.,Reinhold-Becker-Str. 2,66386, St. Ingbert,06894 100 0,06894 100 111,http://www.kv-st-ingbert.drk.de/,info@kv-st-ingbert.drk.de
366,Kreisverband St. Wendel e.V.,Essener Str. 14,66606, St. Wendel,06851 93968 0,06851 93968 199,http://www.drkwnd.de,info@drkwnd.de
367,Kreisverband Stade e.V.,Am Hofacker 14,21682, Stade,04141 80330,04141 8033 333,http://www.mehr-als-blaulicht.de/,info@kv-stade.drk.de
368,Kreisverband Städteregion Aachen e.V,Henry-Dunant-Platz 1,52146, Würselen,0049 2405 6039100,0049 2405 6039200,http://www.drk-aachen.de,info@drk-aachen.de
369,Kreisverband Staßfurt-Aschersleben e.V.,Bodestr. 35,39418, Staßfurt,03925 3721 0,03925 3721 32,http://www.drk-stassfurt-aschersleben.de,info@drk-stassfurt-aschersleben.de
370,Kreisverband Steinburg e.V.,Bahnhofstr. 11,25524, Itzehoe,04821 67900,04821 679029,http://www.drk-kv-steinburg.de,info@drk-steinburg.de
371,Kreisverband Steinfurt e.V.,Europaring 3,48565, Steinfurt,02551 93890,02551 938999,http://www.drk-kv-steinfurt.de,info@drk-kv-steinfurt.de
372,Kreisverband Stollberg e.V.,Chemnitzer Str. 21,09366, Stollberg,037296 3411,037296 12000,http://www.drk-stollberg.de/,info@drk-stollberg.de
373,Kreisverband Stormarn e.V.,Grabauer Str. 17,23843, Bad Oldesloe,04531 17810,04531 178122,http://www.drk-stormarn.de/,info@drk-stormarn.de
374,Kreisverband Straubing-Bogen,Siemensstr. 11 a,94315, Straubing,09421 9952 0,09421 9952 1005,http://www.kvstraubing.brk.de,info@kvstraubing.brk.de
375,Kreisverband Stuttgart e.V.,Reitzensteinstr. 9,70190, Stuttgart,0711 2808 0,0711 2808 1110,http://www.drk-stuttgart.de,geschaeftsstelle@drk-stuttgart.de
376,Kreisverband Südfranken,Rothenburger Str. 33,91781, Weißenburg,09141 8699 0,09141 8699 26,http://www.brk-suedfranken.de/,service-team@brk-suedfranken.de
377,Kreisverband Südliche Weinstraße e.V.,Haardtstraße 4 a,76829, Landau,06341 140 0,06341 140 102,https://www.KV-SUEW.drk.de,Info@kv-SUEW.drk.de
378,Kreisverband Südwestpfalz e.V.,22er-Str. 66,66482, Zweibrücken,06332 3735,06332 41303,http://www.drk-suedwestpfalz.de,info@kv-swp.drk.de
379,Kreisverband Suhl e.V.,Bahnhofstr. 13,98527, Suhl,03681 79290,03681 7929299,http://www.drk-suhl.de,info@drk-suhl.de
380,Kreisverband Tauberbischofsheim e.V.,Mergentheimer Str. 30,97941, Tauberbischofsheim,0 93 41  92 05   0,0 93 41  92 05   99,http://www.drk-tbb.de,info@drk-tbb.de
381,Kreisverband Tecklenburger Land e.V.,Groner Allee 27,49477, Ibbenbüren,05451 5902 0,05451 5902 29,http://www.drk-te.de,info@drk-te.de
382,Kreisverband Testinstanz FMV,Testweg 1,99999, Testdorf,,,,
383,Kreisverband Testkreisverband,Musterbach,99999, Musterbach,,,,
384,Kreisverband Tirschenreuth,Egerstraße 21,95643, Tirschenreuth,09631 2222,09631 7075 27,http://www.kvtirschenreuth.brk.de,info@kvtirschenreuth.brk.de
385,Kreisverband Torgau-Oschatz e.V.,Reithausstrasse 2,04758, Oschatz,03435 90200,03435 902020,http://www.drk-to.de,info@drk-to.de
386,Kreisverband Traunstein,Gewerbepark Kaserne 13,83278, Traunstein,0861 98973 0,0861 98973 33,https://www.brk-traunstein.de,info@kvtraunstein.brk.de
387,Kreisverband Trier-Saarburg e.V.,Brunostraße 25,54329, Konz,06501 9292 0,06501 9292 532,http://www.kv-trier-saarburg.drk.de,info@kv-trier-saarburg.drk.de
388,Kreisverband Tübingen e.V.,Steinlachwasen 26,72072, Tübingen,07071 7000   0,07071 7000   43,http://www.drk-tuebingen.de,info@drk-tuebingen.de
389,Kreisverband Tuttlingen e.V.,Eckener Str. 1,78532, Tuttlingen,07461 17870,07461 178718,https://www.drk-tut.de/,info@drk-tut.de
390,Kreisverband Uckermark Ost e.V.,August-Bebel-Str. 13 a,16303, Schwedt,03332 2073 0,03332 2073 21,http://www.drk-um-ost.de,Kreisgeschaeftsstelle@DRK-UM-OST.de
391,Kreisverband Uckermark West/Oberbarnim e.V.,Puschkinstraße 15,17268, Templin,03987 700610,03987 700640,http://www.drk-umw-ob.de,stoll@kv-uckermark-west.drk.de
392,Kreisverband Uecker-Randow e.V.,Oskar-Picht-Str. 60,17309, Pasewalk,03973 43840,03973 438422,http://www.uecker-randow.drk.de,info@drk-uer.de
393,Kreisverband Uelzen e.V.,Ripdorfer Straße 21,29525, Uelzen,0581 9032 0,0581 9032 130,http://www.drk-uelzen.de,kreisverband@drk-uelzen.de
394,Kreisverband Ulm e.V.,Frauenstr. 125,89073, Ulm,0731  14 44  0,0731  14 44  50,https://www.drk-ulm.de,info@drk-ulm.de
395,Kreisverband Unna e.V.,Mozartstraße 34,59423, Unna,02303 25453 0,02303 25453 71,http://www.drk-kv-unna.de,info@drk-kv-unna.de
396,Kreisverband Unterallgäu,Donaustraße 5 - 7,87700, Memmingen,08331 9531 0,08331 9531 20,http://www.kvunterallgaeu.brk.de,info@kvunterallgaeu.brk.de
397,Kreisverband Varel Friesische Wehde e.V.,Gaststr. 11,26316, Varel,04451 96685 0,04451 96685 7,http://www.drk-varel.de,drk-varel@ewetel.net
398,Kreisverband Vechta e.V.,Buchholzstr. 4,49377, Vechta,04441 9510140,04441 81937,http://www.drk-vechta.de,info@drk-vechta.de
399,Kreisverband Verden e.V.,Lindhooper Str. 20/ 22,27283, Verden,04231 92450,,http://www.drkkv-verden.de/,info@rotkreuz-verden.de
400,Kreisverband Viersen e.V.,Hofstr. 52,41747, Viersen,02162 9303 0,02162 9303 99,https://www.drk-kv-viersen.de,info@drk-kv-viersen.de
401,Kreisverband Villingen-Schwenningen e.V.,Albert-Schweitzer-Strasse 16,78052, Villingen-Schwenningen,07721 8988 0,07721 8988 44,http://www.drk-vs.de,mail@drk-vs.de
402,Kreisverband Vogtland/ Reichenbach e.V.,Humboldtstraße 45,08468, Reichenbach,03765325900,037653259095,http://www.drk-reichenbach.de,geschaeftsstelle@drk-reichenbach.de
403,Kreisverband Vorderpfalz e.V.,August-Heller-Str.12,67065, Ludwigshafen,0621 5703 0,0621 571359,https://www.kv-vorderpfalz.drk.de/,info@kv-vorderpfalz.drk.de
404,Kreisverband Vulkaneifel e.V.,Leopoldstr. 34,54550, Daun,06592 9500 0,06592 9500 95,http://www.vulkaneifel.drk.de,info@vulkaneifel.drk.de
405,Kreisverband Waldshut e.V.,Fuller Str. 2,79761, Waldshut-Tiengen,07751 8735 0,07751 8735 38,https://www.drk-kv-waldshut.de,info@drk-kv-wt.de
406,Kreisverband Wangen e.V.,Spinnerei 1,88239, Wangen,07522 78925-0,07522 78925-99,http://www.drk-kv-wangen.de,info@drk-kv-wangen.de
407,Kreisverband Wanzleben e.V.,Lindenpromenade 14,39164, Wanzleben-Börde,039209 6390,039209 63936,https://www.drk-wanzleben.de/startseite-kv.html,info@drk-wanzleben.de
408,Kreisverband Warburg e.V.,Landfurt 67,34414, Warburg,05641 2454,05641 3454,http://www.drk-warburg.de,info@drk-warburg.de
409,Kreisverband Warendorf-Beckum e.V.,Gottfried-Polysius-Str. 5,59269, Beckum,02525 9327 0,02525 932723,http://www.drk-kv-waf.de,info@drk-kv-waf.de
410,Kreisverband Wattenscheid e.V.,Voedestr. 53,44866, Bochum,02327 87017,02327 85457,https://www.drk-wattenscheid.de/index.html,info@drk-wattenscheid.de
411,Kreisverband Wedding / Prenzlauer Berg e. V.,Neue Hochstraße 21,13347, Berlin,030 6003005500,,http://www.drk-wedpre.de,info@drk-wedpre.de
412,Kreisverband Weiden und Neustadt /WN,Ulrich-Schönberger-Straße 11,92637, Weiden,0961 39002 0,0961 39002 27,https://www.kvweiden.brk.de,info@kvweiden.brk.de
413,Kreisverband Weilheim-Schongau,Johannes-Damrich-Str. 5,82362, Weilheim,0881 92 90 0,0881 92 90 80,http://www.kvweilheim-schongau.brk.de,info@kvwm-sog.brk.de
414,Kreisverband Weimar e.V.,Rollplatz 10,99423, Weimar,03643 8602 300,03643 8602 399,http://www.drk-weimar.de,info@drk-weimar.de
415,Kreisverband Weißenfels e.V.,Leopold-Kell-Str. 27,06667, Weißenfels,03443 3937 0,03443 393726,http://www.drkweissenfels.de,drk@drkweissenfels.de
416,Kreisverband Weißwasser e.V.,Berliner Straße 23,02943, Weißwasser,03576 247030,03576 247034,http://www.drk-weisswasser.de,info@drk-weisswasser.de
417,Kreisverband Wernigerode e.V.,Lindenallee 25,38855, Wernigerode,03943 553460,03943 553479,http://www.drkwernigerode.de/,info@drk-wernigerode.de
418,Kreisverband Weserbergland e.V.,Kaiserstraße 34,31785, Hameln,05151 4012 0,05151 4012 52,https://www.drk-weserbergland.de,info@drk-weserbergland.de
419,Kreisverband Wesermarsch e.V.,Hafenstr. 47 a,26954, Nordenham,04731 26919 0,04731 26919 20,https://www.drk-wesermarsch.de,kreisverband@drk-wesermarsch.de
420,Kreisverband Wesermünde e.V.,Zum Feldkamp 9,27619, Schiffdorf,04706 189 0,04706 18951,http://www.drk-wem.de,email@drk-wem.de
421,Kreisverband Westerwald e.V.,Langenhahner Str. 1,56457, Westerburg,02663 9427 0,02663 9427 30,http://www.kv-westerwald.drk.de,info@kv-westerwald.drk.de
422,Kreisverband Wetzlar e.V.,Hörnsheimer Eck 21,35578, Wetzlar,06441 9764 0,06441 9764 16,http://www.drk-wetzlar.de,info@drk-wetzlar.de
423,Kreisverband Wiesbaden e.V.,Flachstr. 6,65197, Wiesbaden, 49 611 4687 0, 49 611 4687 110,http://www.drk-wiesbaden.de,info@drk-wiesbaden.de
424,Kreisverband Wilhelmshaven e.V.,Güterstraße 30,26389, Wilhelmshaven,04421 9102 0,04421 910249,http://www.drk-whv.de,info@drk-whv.de
425,Kreisverband Witten e.V.,Annenstr. 9,58453, Witten,02302 910160,02302 91016109,http://www.drk-witten.de,info@drk-witten.de
426,Kreisverband Wittenberg e.V.,Am Alten Bahnhof 11,06886, Lutherstadt Wittenberg,03491 4650,03491 402493,http://www.drk-wittenberg.de/,kreisverband@drk-wittenberg.de
427,Kreisverband Wittlage e.V.,Lindenstraße 193,49152, Bad Essen,054724039881,05472 4039899,http://www.drk-wittlage.de,kreisverband@drk-wittlage.de
428,Kreisverband Wittmund e.V.,Mühlenstraße 27A,26409, Wittmund,04462 5414,04462 23510,http://www.drk-wittmund.de/,info@DRK-wittmund.de
429,Kreisverband Witzenhausen e.V.,Im Kleinen Felde 18-20,37213, Witzenhausen,05542 9323100,05542 9323 132,http://www.drk-wiz.de,info@drk-wiz.de
430,Kreisverband Wolfach e.V.,Hauptstr. 82 c,77756, Hausach,07831 9355 0,07831 9355 55,http://www.kv-wolfach.drk.de,info@kv-wolfach.drk.de
431,Kreisverband Wolfenbüttel e.V.,Dietrich-Bonhoeffer-Str. 8,38300, Wolfenbüttel,05331 9750 200,05331 9750 201,http://www.drk-kv-wf.de,info@drk-kv-wf.de
432,Kreisverband Wolfsburg e.V.,Walter-Flex-Weg 10,38446, Wolfsburg,05361 8262 0,05361 52051,https://www.drk-wob.de/,info@drk-wolfsburg.de
433,Kreisverband Worms e.V.,Eulenburgstr. 2,67547, Worms,06241 4007 0,06241 4007780,http://www.drk-worms.de,kreisverband@drk-worms.de
434,Kreisverband Wunsiedel i. F.,Industrieallee 2,95615, Marktredwitz,09231 9626 0,09231 9626 28,http://www.kvwunsiedel.brk.de,info@kvwunsiedel.brk.de
435,Kreisverband Wuppertal e.V.,Humboldtstr. 20,42283, Wuppertal,0202 89060,0202 887074,http://www.drk-wuppertal.de,info@drk-wuppertal.de
436,Kreisverband Würzburg,Zeppelinstr. 1-3,97074, Würzburg,0931 80008 0,0931 80008 55,http://www.kvwuerzburg.brk.de,info@kvwuerzburg.brk.de
437,Kreisverband Zittau e.V.,Äußere Weberstr. 84,02763, Zittau,03583 5779 0,03583 5779 29,http://www.drk-zittau.de/,sekretariat@kv-zittau.drk.de
438,Kreisverband Zollernalb e.V.,Henry-Dunant-Str. 1-5,72336, Balingen,07433 9099 0,07433 9099 50,http://www.drk-zollernalb.de,info@drk-zollernalb.de
439,Kreisverband Zwickau e.V.,Max-Pechstein-Straße 11,08056, Zwickau,0375 81860 0,0375 81860 19,http://www.drkzwickau.de,info@drkzwickau.de
440,Kreisverband Zwickauer Land e.V.,Leipziger Str. 76,08451, Crimmitschau,03762 9558 0,03762 9558 35,https://www.drk-zwickauer-land.de,info@drk-zwickauer-land.de
